COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,MARKER_HARDWARE,SYNC,TIME_STAMP_s,TIME_STAMP_ms,TimeStamp,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
62.000000, 0.000000, 4212.820313, 4215.384277, 4220.000000, 4224.102539, 4200.000000, 4189.743652, 4221.538574, 4225.641113, 4224.615234, 4234.358887, 4213.333008, 4202.563965, 4224.102539, 4214.871582, 0.000000, 8216.000000, 8167.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1553916720.791676, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
63.000000, 0.000000, 4195.384277, 4194.358887, 4204.615234, 4210.256348, 4202.563965, 4193.333008, 4196.922852, 4206.153809, 4206.666504, 4225.127930, 4207.179199, 4198.461426, 4228.205078, 4199.487305, 0.000000, 8217.000000, 8165.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000, 1553916720.799676, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
64.000000, 0.000000, 4193.846191, 4191.794922, 4203.589844, 4211.794922, 4211.281738, 4186.153809, 4202.563965, 4209.743652, 4210.256348, 4211.281738, 4206.666504, 4196.410156, 4227.692383, 4196.410156, 3285.000000, 8217.000000, 8165.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.800018, 1553916720.807476, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
65.000000, 0.000000, 4206.666504, 4204.615234, 4215.384277, 4219.487305, 4205.641113, 4194.358887, 4216.410156, 4225.127930, 4224.102539, 4226.666504, 4217.436035, 4205.127930, 4237.948730, 4207.179199, 3417.000000, 8224.000000, 8170.000000, 0.000000, 0.000000, 0.000000, 0.000000, 23.800018, 1553916720.815476, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
66.000000, 0.000000, 4196.922852, 4196.922852, 4204.615234, 4208.717773, 4195.897461, 4196.922852, 4208.717773, 4215.384277, 4217.948730, 4222.051270, 4207.179199, 4193.846191, 4221.538574, 4193.846191, 3523.000000, 8224.000000, 8170.000000, 0.000000, 0.000000, 0.000000, 0.000000, 31.500000, 1553916720.823176, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
67.000000, 0.000000, 4193.846191, 4195.384277, 4202.563965, 4209.743652, 4208.205078, 4185.127930, 4207.692383, 4216.922852, 4219.487305, 4220.000000, 4207.179199, 4197.436035, 4218.461426, 4195.897461, 3611.000000, 8223.000000, 8173.000000, 0.000000, 0.000000, 0.000000, 0.000000, 39.500000, 1553916720.831176, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
68.000000, 0.000000, 4185.127930, 4183.589844, 4200.000000, 4205.127930, 4192.307617, 4191.281738, 4204.102539, 4216.410156, 4215.384277, 4210.769043, 4201.025391, 4196.922852, 4217.436035, 4194.871582, 3436.000000, 8223.000000, 8173.000000, 0.000000, 0.000000, 0.000000, 0.000000, 47.300018, 1553916720.838976, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
69.000000, 0.000000, 4196.922852, 4192.820313, 4207.179199, 4215.384277, 4194.358887, 4186.153809, 4221.025391, 4229.230469, 4223.076660, 4223.589844, 4208.205078, 4192.820313, 4228.205078, 4200.512695, 0.000000, 8218.000000, 8167.000000, 0.000000, 0.000000, 0.000000, 0.000000, 55.300018, 1553916720.846976, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
70.000000, 0.000000, 4194.871582, 4191.794922, 4202.563965, 4211.281738, 4208.717773, 4188.717773, 4217.948730, 4221.025391, 4216.410156, 4229.230469, 4204.615234, 4192.820313, 4217.436035, 4192.820313, 3391.000000, 8218.000000, 8167.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.100006, 1553916720.854776, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
71.000000, 0.000000, 4172.307617, 4171.281738, 4184.615234, 4187.179199, 4201.538574, 4190.769043, 4196.410156, 4197.436035, 4197.436035, 4195.897461, 4183.589844, 4181.538574, 4190.769043, 4177.436035, 3344.000000, 8222.000000, 8167.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.000000, 1553916720.862676, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
72.000000, 0.000000, 4186.666504, 4185.641113, 4199.487305, 4203.076660, 4197.436035, 4181.538574, 4210.769043, 4218.461426, 4217.436035, 4211.281738, 4199.487305, 4191.281738, 4213.333008, 4196.922852, 3213.000000, 8222.000000, 8167.000000, 0.000000, 0.000000, 0.000000, 0.000000, 78.800018, 1553916720.870476, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
