COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,MARKER_HARDWARE,SYNC,TIME_STAMP_s,TIME_STAMP_ms,TimeStamp,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
9.000000, 0.000000, 4203.076660, 4213.846191, 4203.589844, 4210.256348, 4197.436035, 4186.666504, 4218.461426, 4211.794922, 4199.487305, 4187.692383, 4192.820313, 4188.717773, 4181.538574, 4225.641113, 4023.000000, 8219.000000, 8180.000000, 1.000000, 40.000000, 0.000000, 0.000000, 0.000000, 1553918320.124576, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
10.000000, 0.000000, 4204.615234, 4213.333008, 4202.563965, 4206.666504, 4188.717773, 4209.743652, 4213.333008, 4209.743652, 4209.230469, 4197.436035, 4194.871582, 4216.410156, 4186.666504, 4236.410156, 3435.000000, 8219.000000, 8180.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.799988, 1553918320.132376, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
11.000000, 0.000000, 4191.281738, 4197.948730, 4195.897461, 4194.358887, 4176.410156, 4188.717773, 4200.512695, 4198.974121, 4194.871582, 4184.102539, 4184.102539, 4185.127930, 4173.846191, 4215.897461, 3370.000000, 8215.000000, 8177.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.700012, 1553918320.140276, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
12.000000, 0.000000, 4188.205078, 4196.922852, 4193.333008, 4192.820313, 4187.179199, 4192.307617, 4201.538574, 4205.127930, 4197.948730, 4186.153809, 4186.666504, 4193.333008, 4181.025391, 4210.256348, 3504.000000, 8215.000000, 8177.000000, 0.000000, 0.000000, 0.000000, 0.000000, 23.500000, 1553918320.148076, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
13.000000, 0.000000, 4197.948730, 4203.589844, 4199.487305, 4204.102539, 4197.948730, 4202.051270, 4196.410156, 4202.051270, 4209.230469, 4210.769043, 4201.025391, 4215.897461, 4195.384277, 4224.615234, 2968.000000, 8211.000000, 8177.000000, 0.000000, 0.000000, 0.000000, 0.000000, 31.500000, 1553918320.156076, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
14.000000, 0.000000, 4208.205078, 4215.897461, 4206.666504, 4216.922852, 4198.974121, 4182.563965, 4194.871582, 4194.871582, 4196.922852, 4189.743652, 4208.717773, 4192.307617, 4194.871582, 4229.230469, 3435.000000, 8211.000000, 8177.000000, 0.000000, 0.000000, 0.000000, 0.000000, 39.299988, 1553918320.163876, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
15.000000, 0.000000, 4213.333008, 4218.461426, 4207.179199, 4212.307617, 4191.281738, 4201.538574, 4203.589844, 4202.051270, 4204.102539, 4207.692383, 4215.384277, 4222.051270, 4196.922852, 4231.794922, 3370.000000, 8212.000000, 8179.000000, 0.000000, 0.000000, 0.000000, 0.000000, 47.299988, 1553918320.171876, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
16.000000, 0.000000, 4209.743652, 4215.384277, 4211.794922, 4211.794922, 4192.820313, 4190.256348, 4203.589844, 4198.461426, 4200.512695, 4210.769043, 4201.025391, 4204.102539, 4194.358887, 4229.230469, 0.000000, 8212.000000, 8179.000000, 0.000000, 0.000000, 0.000000, 0.000000, 55.000000, 1553918320.179576, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
17.000000, 0.000000, 4210.769043, 4222.051270, 4218.461426, 4225.127930, 4197.436035, 4192.307617, 4194.871582, 4193.333008, 4200.000000, 4197.948730, 4207.179199, 4205.127930, 4200.512695, 4237.436035, 0.000000, 8215.000000, 8176.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.000000, 1553918320.187576, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
18.000000, 0.000000, 4218.461426, 4229.230469, 4218.461426, 4225.641113, 4187.692383, 4201.538574, 4195.384277, 4193.333008, 4209.743652, 4210.256348, 4224.615234, 4231.281738, 4202.563965, 4242.051270, 0.000000, 8215.000000, 8176.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.799988, 1553918320.195376, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
