COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,MARKER_HARDWARE,SYNC,TIME_STAMP_s,TIME_STAMP_ms,TimeStamp,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
73.000000, 0.000000, 4284.615234, 4291.794922, 4250.769043, 4255.897461, 4181.538574, 4198.974121, 4201.538574, 4189.230469, 4194.871582, 4215.897461, 4217.436035, 4202.051270, 4268.205078, 4258.974121, 4199.000000, 8210.000000, 8173.000000, 1.000000, 18.000000, 0.000000, 0.000000, 0.000000, 1553917479.381976, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
74.000000, 0.000000, 4300.000000, 4310.256348, 4258.461426, 4265.127930, 4203.589844, 4185.127930, 4205.641113, 4206.666504, 4207.179199, 4231.794922, 4240.000000, 4207.179199, 4296.410156, 4272.307617, 3564.000000, 8210.000000, 8173.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.800049, 1553917479.389776, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
75.000000, 0.000000, 4278.974121, 4288.205078, 4247.179199, 4247.692383, 4191.281738, 4197.948730, 4191.794922, 4188.717773, 4185.127930, 4220.512695, 4225.641113, 4200.000000, 4288.717773, 4250.256348, 3447.000000, 8214.000000, 8174.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.800049, 1553917479.397776, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
76.000000, 0.000000, 4290.256348, 4300.000000, 4253.333008, 4258.461426, 4187.179199, 4186.666504, 4201.538574, 4188.717773, 4184.102539, 4218.974121, 4234.871582, 4203.589844, 4301.538574, 4263.076660, 3550.000000, 8214.000000, 8174.000000, 0.000000, 0.000000, 0.000000, 0.000000, 23.500000, 1553917479.405476, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
77.000000, 0.000000, 4314.871582, 4325.641113, 4273.846191, 4277.948730, 4192.820313, 4192.820313, 4210.769043, 4203.589844, 4202.563965, 4236.410156, 4257.436035, 4221.025391, 4313.846191, 4287.179199, 3028.000000, 8214.000000, 8175.000000, 0.000000, 0.000000, 0.000000, 0.000000, 31.500000, 1553917479.413476, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
78.000000, 0.000000, 4311.794922, 4322.051270, 4274.358887, 4275.384277, 4191.281738, 4202.051270, 4201.538574, 4200.512695, 4202.051270, 4238.461426, 4251.281738, 4219.487305, 4303.589844, 4278.974121, 3564.000000, 8214.000000, 8175.000000, 0.000000, 0.000000, 0.000000, 0.000000, 39.300049, 1553917479.421276, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
79.000000, 0.000000, 4312.820313, 4322.563965, 4271.794922, 4278.974121, 4199.487305, 4187.692383, 4205.127930, 4204.102539, 4202.563965, 4235.897461, 4248.205078, 4213.333008, 4314.871582, 4281.538574, 3447.000000, 8217.000000, 8171.000000, 0.000000, 0.000000, 0.000000, 0.000000, 47.300049, 1553917479.429276, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
80.000000, 0.000000, 4290.256348, 4295.384277, 4257.436035, 4258.461426, 4186.153809, 4202.051270, 4192.820313, 4185.641113, 4188.717773, 4212.820313, 4232.820313, 4206.153809, 4300.000000, 4265.127930, 3550.000000, 8217.000000, 8171.000000, 0.000000, 0.000000, 0.000000, 0.000000, 55.100037, 1553917479.437076, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
81.000000, 0.000000, 4285.127930, 4284.615234, 4252.820313, 4253.846191, 4195.897461, 4191.794922, 4198.461426, 4187.692383, 4194.871582, 4220.512695, 4245.127930, 4211.281738, 4296.410156, 4262.051270, 3028.000000, 8219.000000, 8170.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.000000, 1553917479.444976, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
82.000000, 0.000000, 4284.102539, 4276.410156, 4250.256348, 4254.871582, 4200.512695, 4192.820313, 4201.538574, 4196.410156, 4202.051270, 4233.333008, 4252.820313, 4216.922852, 4293.846191, 4261.538574, 3564.000000, 8219.000000, 8170.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.800049, 1553917479.452776, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
