COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,MARKER_HARDWARE,SYNC,TIME_STAMP_s,TIME_STAMP_ms,TimeStamp,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
46.000000, 0.000000, 4173.846191, 4193.846191, 4177.948730, 4164.615234, 4195.384277, 4182.051270, 4172.820313, 4171.794922, 4163.076660, 4174.358887, 4189.230469, 4206.153809, 4158.461426, 4218.974121, 0.000000, 8220.000000, 8177.000000, 1.000000, 9.000000, 0.000000, 0.000000, 0.000000, 1553917107.002076, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
47.000000, 0.000000, 4169.230469, 4187.692383, 4173.333008, 4160.000000, 4182.051270, 4194.358887, 4168.717773, 4169.743652, 4163.076660, 4175.384277, 4183.076660, 4205.641113, 4148.717773, 4215.384277, 0.000000, 8218.000000, 8180.000000, 0.000000, 0.000000, 0.000000, 0.000000, 8.000000, 1553917107.010076, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
48.000000, 0.000000, 4181.538574, 4197.436035, 4181.538574, 4166.666504, 4173.333008, 4188.717773, 4171.794922, 4177.436035, 4171.794922, 4178.974121, 4196.410156, 4212.307617, 4158.974121, 4229.743652, 0.000000, 8218.000000, 8180.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.700012, 1553917107.017776, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
49.000000, 0.000000, 4185.127930, 4198.974121, 4185.127930, 4168.717773, 4182.051270, 4185.127930, 4173.846191, 4176.410156, 4165.127930, 4175.897461, 4200.512695, 4212.307617, 4165.641113, 4231.281738, 0.000000, 8216.000000, 8178.000000, 0.000000, 0.000000, 0.000000, 0.000000, 23.700012, 1553917107.025776, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
50.000000, 0.000000, 4153.333008, 4168.717773, 4163.589844, 4144.102539, 4174.358887, 4196.922852, 4161.025391, 4152.820313, 4148.205078, 4147.179199, 4167.179199, 4188.717773, 4135.384277, 4200.512695, 0.000000, 8216.000000, 8178.000000, 0.000000, 0.000000, 0.000000, 0.000000, 31.500000, 1553917107.033576, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
51.000000, 0.000000, 4161.538574, 4182.563965, 4168.205078, 4152.820313, 4189.743652, 4183.589844, 4167.692383, 4164.102539, 4169.230469, 4148.717773, 4170.769043, 4191.281738, 4142.563965, 4213.846191, 0.000000, 8220.000000, 8179.000000, 0.000000, 0.000000, 0.000000, 0.000000, 39.500000, 1553917107.041576, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
52.000000, 0.000000, 4165.127930, 4184.102539, 4173.333008, 4157.948730, 4182.563965, 4195.384277, 4152.820313, 4153.846191, 4161.538574, 4145.127930, 4170.256348, 4199.487305, 4144.102539, 4220.512695, 0.000000, 8220.000000, 8179.000000, 0.000000, 0.000000, 0.000000, 0.000000, 47.299988, 1553917107.049376, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
53.000000, 0.000000, 4169.230469, 4187.179199, 4178.461426, 4163.076660, 4177.436035, 4191.794922, 4150.769043, 4143.076660, 4145.641113, 4148.205078, 4174.358887, 4198.461426, 4153.333008, 4221.538574, 0.000000, 8212.000000, 8175.000000, 0.000000, 0.000000, 0.000000, 0.000000, 55.299988, 1553917107.057376, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
54.000000, 0.000000, 4188.717773, 4211.281738, 4192.820313, 4178.974121, 4198.974121, 4187.179199, 4164.102539, 4154.358887, 4155.384277, 4171.281738, 4190.769043, 4207.179199, 4177.948730, 4240.000000, 0.000000, 8212.000000, 8175.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.000000, 1553917107.065076, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
55.000000, 0.000000, 4187.692383, 4206.153809, 4188.205078, 4173.846191, 4195.384277, 4197.436035, 4147.692383, 4138.461426, 4143.076660, 4154.358887, 4176.922852, 4203.076660, 4164.102539, 4239.487305, 0.000000, 8211.000000, 8173.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.000000, 1553917107.073076, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 0.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000, 4.000000
